Michael Medina	6 ft 0 in (183 cm)	1986	,,
Miguel Angel Torres	1.77cm	1982	,
Misako Renbutsu	1.63 m	1991	,,
Reynaldo Rosales	6'		,
Sebastian Seifert	190 cm.		,
Spencer Brown (rugby union born 1973)	5 ft 11 in	1973	Eton, England
Sushma Reddy	5' 9"		,
Virginia Hey	177.8 cm		Sydney Australia
Yasutaka Tashiro	168 cm	1974	Japan
Stephan Medem	6'1" (185nbsp;cm)		, Switzerland
Sue Green (fencer)	5'3"	1950	,
Template:Infobox adult biography	}		}
Warren Fury	6 ft 1 in	1985	,
Mike Alvarado	5 ft 11 in (180 cm)	1980	,
Peter Cipollone	160 cm - 5 ft, 2 inch	1971	,
Ramón Muttis	1.82 m (5ft 11½in)		,
Taya Parker	5'1"		Marion, Ohio
Vaia Zaganas	5 ft 0.5 in (154 cm)	1975	, British Columbia
Zhu Jianhua	1.93 m (6 ft 4 in)	1963	,
Paulie Ayala	5 ft 7 in (172 cm)	1970	Fort Worth, Texas
Rodolphe Cadart	6' (183 cm)		, France
Rydell Booker	6 ft 3 in (191 cm)	1981	,
Tereza Marinova	5 feet 8 inches (1.73 m)	1977	,
Venio Losert	1.91m	1976	,
Pietro Travagli	1.80 m	1981	,
Robert Siboldi	- 85Kg	1965	,
Simon Ammann	1,72 m		Grabs,
Slobodan Grujić	1.79 m	1973	,
Stephen Kaplan	5'10½"	1940	Bronx, NY
Nery Saguilan	5 ft 8 in (174 cm)	1988	,,
Rogelio Castañeda, Jr.	5 ft 8 in (174 cm)	1976	,,
Rommel Pacheco	5'6" (168 cm)	1986	,
Sōtarō Yasui	96.5	1888	, Japan
Miguel Ángel Huerta	5 ft 8 in (174 cm)	1978	,,
Poonam Bajwa	5'6	1989	,, India
Roberto Argüello	5'8" (173 cm)		, Argentina
Saša Hiršzon	6'1" (185 cm)		,,
Michele Verginelli	5 ft 9 in (1.75 m)	1973	,
Nebojsa Djordjevic	6'3" (190 cm)		,
Roberto Ruíz	6 ft 2 in (189 cm)	1993	,
Séverine Brémond Beltrame	1.72 m (5 ft 7in)	1979	, France
Tom Cooper (rugby union)	6 ft 1 in (1.85 m)	1987	,
Udey Chand	5'9" (175 cm)	1935	Jandli,
Natalia Estrada	5' 7" (1.69 m)	1972	,
Roy John (rugby player)	6 ft 2 in	1925	,
Stephen Keogh	6 ft 3 in (1.90 m)	1982	Limerick
Tom Ricketts	5 ft 10 inches	1853	,
Vladimir Yashchenko	1.93 m (6 ft 4 in)		,,
Willie Walker	6 ft 0 ins (1.83 m)	1978	,
Michael Swift (rugby union)	6 ft 5 in (1.96 m)	1977	,
Mohammad Reza Akhlaghpasand	160cm / 5'3"	1978	,
Roberto Carlos Leyva	5 ft 9 in (175 cm)	1979	,,
Stefanie de Roux	178 cm (5 ft 10 in)	1982	,
Stipe Drews	6 ft 5 in (196nbsp;cm)	1973	,,
Tom Humphries	6 ft 6 ins		,
Yoon Yong-il	1.75 m (5 ft 9 in)		Daegu, South Korea
Paola Suárez	1.70 m (5 ft 7 in)		, Argentina
Patrick van Luijk	1.89 m	1984	,
Victoria Larrière	1.68 m	1991	, France
Miguel Tobon	6'1" (185 cm)		, Colombia
Peter Horne	6 ft 0 in (1.83 m)		,
Richard Williams (rugby league)	182 cm (5 ft 11 in)	1986	,
Sergio Villanueva	5 ft 9 in (177 cm)	1988	,
Tara Lipinski	(4 ft 10 in 1998)		,,
Nicholas Santos	1.91nbsp;m		,,
Pavel Vojtisek	6'2" (188 cm)		,
Sebastian Zbik	6 ft 0 in (183 cm)	1982	,
Seán McCarthy (hurler)	5’ 8”		,
Ye Shiwen	1.60m	1996	,,
Zeno Bundea	175 cm ; 73 kg		,
